updateAt,type,date,name,sheet,unit,housou
2021年10月20日,解除,2022年01月21日,マーベロン２１,ＰＴＰ,210錠,
2021年10月20日,出荷調整,2021年10月20日,マーベロン２１,ＰＴＰ,1050錠,
2021年10月20日,解除,2022年01月21日,マーベロン２１,ＰＴＰ,1050錠,
2021年10月20日,出荷調整,2021年10月20日,マーベロン２８,ＰＴＰ,280錠,
2021年10月20日,解除,2022年01月21日,マーベロン２８,ＰＴＰ,280錠,
2021年10月20日,出荷調整,2021年10月20日,マーベロン２８,ＰＴＰ,1400錠,
2021年10月20日,解除,2022年01月21日,マーベロン２８,ＰＴＰ,1400錠,
2021年10月20日,出荷調整,2021年10月20日,メキシチールカプセル１００ｍｇ,ＰＴＰ,100カプセル,
2021年10月20日,出荷調整,2021年10月20日,メキシチールカプセル１００ｍｇ,バラ,250カプセル,
2021年10月20日,出荷調整,2021年10月20日,メキシチールカプセル１００ｍｇ,ＰＴＰ,1000カプセル,
2021年10月20日,出荷調整,2021年09月06日,メキシチールカプセル５０ｍｇ,ＰＴＰ,100カプセル,
2021年10月20日,出荷調整,2021年09月06日,メキシチールカプセル５０ｍｇ,バラ,250カプセル,
2021年10月20日,出荷調整,2021年09月06日,メキシチールカプセル５０ｍｇ,ＰＴＰ,1000カプセル,
2021年10月20日,出荷調整,2021年10月20日,ラベルフィーユ２１錠,ＰＴＰ,210錠,
2021年10月20日,出荷調整,2021年10月20日,ラベルフィーユ２８錠,ＰＴＰ,280錠,
2021年10月18日,解除,2021年10月25日,テクネＤＭＳＡキット,注射剤,2瓶,
2021年10月18日,解除,2021年10月25日,テクネＤＭＳＡキット,注射剤,10瓶,
2021年10月18日,解除,2021年10月20日,ペルサンチン錠１００ｍｇ,ＰＴＰ,100錠,
2021年10月14日,出荷調整,2021年08月03日,５－ＦＵ注１０００ｍｇ,注射剤,5瓶,
2021年10月14日,出荷調整,2021年08月03日,５－ＦＵ注２５０ｍｇ,注射剤,10瓶,
2021年10月12日,販売中止,2022年08月01日,ピシバニール注射用０．２ＫＥ,注射剤,5瓶,
2021年10月12日,販売中止,2022年10月01日,ピシバニール注射用０．５ＫＥ,注射剤,5瓶,
2021年10月11日,販売中止,2020年06月17日,オメプラール注用２０,注射剤,10瓶,
2021年10月11日,販売中止,2021年12月27日,クエン酸ガリウム（６７Ｇａ）注ＮＭＰ,注射剤,37ＭＢｑ,
2021年10月11日,販売中止,2021年12月27日,クエン酸ガリウム（６７Ｇａ）注ＮＭＰ,注射剤,74ＭＢｑ,
2021年10月11日,販売中止,2021年12月27日,クエン酸ガリウム（６７Ｇａ）注ＮＭＰ,注射剤,111ＭＢｑ,
2021年10月11日,販売中止,2023年01月01日,ソニアス配合錠ＨＤ,ＰＴＰ,140錠,
2021年10月11日,販売中止,2022年08月01日,ソニアス配合錠ＬＤ,ＰＴＰ,140錠,
2021年10月11日,販売中止,2022年03月01日,バリトップＣＴ,包装小,24瓶,
2021年10月11日,販売中止,2022年12月01日,ベイスン錠０．３,ＰＴＰ,2100錠,
2021年10月11日,販売中止,2022年12月01日,ユニシア配合錠ＬＤ,ＰＴＰ,700錠,
2021年10月11日,販売中止,2021年12月29日,塩化タリウム（２０１Ｔｌ）注ＮＭＰ,注射剤,74ＭＢｑ,
2021年10月11日,販売中止,2021年12月29日,塩化タリウム（２０１Ｔｌ）注ＮＭＰ,注射剤,111ＭＢｑ,
2021年10月11日,販売中止,2021年12月29日,塩化タリウム（２０１Ｔｌ）注ＮＭＰ,注射剤,148ＭＢｑ,
2021年10月08日,販売中止,2022年03月01日,タガメット細粒２０％,バラ,100ｇ,
2021年10月08日,販売中止,2022年03月01日,タガメット細粒２０％,分包,100ｇ,
2021年10月08日,販売中止,2022年03月01日,タガメット細粒２０％,バラ,1000ｇ,
2021年10月08日,販売中止,2022年03月01日,タガメット細粒２０％,バラ,500ｇ,
2021年10月08日,出荷調整,2021年08月16日,タケプロンカプセル３０,バラ,500カプセル,
2021年10月08日,出荷調整,2021年08月16日,タケプロンカプセル３０,ＰＴＰ,700カプセル,
2021年10月08日,販売中止,2022年02月01日,プロレナール錠５μｇ,ＰＴＰ,210錠,
2021年10月08日,販売中止,2022年02月01日,プロレナール錠５μｇ,ＰＴＰ,1050錠,
2021年10月08日,販売中止,2022年02月01日,プロレナール錠５μｇ,ＰＴＰ,100錠,
2021年10月08日,販売中止,2022年02月01日,プロレナール錠５μｇ,ＰＴＰ,500錠,
2021年10月08日,販売中止,2022年02月01日,プロレナール錠５μｇ,バラ,500錠,
2021年10月07日,出荷調整,2021年10月07日,ビーマス配合錠,ＰＴＰ,100錠,
2021年10月07日,出荷調整,2021年10月07日,ビーマス配合錠,ＰＴＰ,1000錠,
2021年10月07日,出荷調整,2021年10月07日,ビーマス配合錠,バラ,1000錠,
2021年10月05日,出荷停止,2021年10月05日,イノバン注５０ｍｇ,注射剤,10管,
2021年10月05日,解除,2022年05月01日,イノバン注５０ｍｇ,注射剤,10管,
2021年10月04日,出荷停止,2021年10月04日,タチオン錠１００ｍｇ,ＰＴＰ,120錠,
2021年10月04日,出荷停止,2021年10月04日,タチオン錠１００ｍｇ,ＰＴＰ,600錠,
2021年10月04日,出荷停止,2021年10月04日,タチオン錠１００ｍｇ,ＰＴＰ,1050錠,
2021年10月04日,出荷停止,2021年10月04日,タチオン錠５０ｍｇ,ＰＴＰ,600錠,
2021年10月04日,出荷停止,2021年10月04日,タチオン錠５０ｍｇ,ＰＴＰ,120錠,
2021年10月04日,販売中止,2021年12月01日,ベシカム軟膏５％,包装小,500ｇ,
2021年10月04日,出荷調整,2020年06月17日,リュープリン注射用キット１．８８ｍｇ,注射剤,1筒,
2021年10月04日,出荷調整,2020年06月17日,リュープリン注射用キット３．７５ｍｇ,注射剤,1筒,
2021年10月01日,出荷停止,2021年09月03日,アイスフラット懸濁用配合顆粒,分包,360ｇ,
